;tid;sent;pol
38143;1035225597927153664;negative;believe
38144;1458216582468014081;neutral;believe
38145;1430657990718369793;neutral;believe
38146;1457662852140048385;neutral;believe
38147;941064963929522176;negative;believe
38148;1443674645903839237;negative;believe
38149;1450837617088638977;neutral;believe
38150;1443263024199000066;positive;believe
38151;1031582759381286912;positive;believe
38152;1119589680729583616;negative;believe
38153;1428542686756151298;negative;believe
38154;1429161307853496323;neutral;deny
38155;987376188044668928;positive;believe
38156;953835147152982016;positive;believe
38157;907416408006565888;neutral;believe
38158;690100440403460096;neutral;believe
38159;1455470647618932741;negative;believe
38160;1456979392689803264;positive;believe
38161;981460462108921856;neutral;believe
38162;1433197306971570176;negative;believe
38163;605319995275407360;neutral;believe
38164;704191593306259456;positive;believe
38165;1455059410720538624;negative;deny
38166;1069486571743662085;neutral;believe
38167;1461096798077042696;neutral;believe
38168;1441507174757371905;neutral;believe
38169;990406079707275266;negative;believe
38170;1422615675084881920;positive;believe
38171;879520869206245376;positive;believe
38172;680699304969818112;positive;believe
38173;1029450588772282368;neutral;believe
38174;1442672170442772483;negative;believe
38175;1454199917178654723;neutral;deny
38176;1067824072896258048;positive;believe
38177;1442949918335717378;neutral;believe
38178;877284070849466368;negative;deny
38179;1029175361496469504;negative;believe
38180;990572791371005952;positive;believe
38181;1434631180314284036;negative;believe
38182;1456633272360861699;negative;believe
38183;1457717505049473028;positive;believe
38184;861216191351857152;positive;believe
38185;1427436750511644673;neutral;believe
38186;1031832753069682688;neutral;believe
38187;1435198517660819456;neutral;believe
38188;1457383610823192578;positive;deny
38189;1033179043154329605;positive;believe
38190;1456991883905933318;neutral;believe
38191;1455238432960118785;negative;deny
38192;1034324295034589185;negative;believe
38193;1458368666823798784;neutral;believe
38194;990002268828135424;neutral;believe
38195;1455220586297315335;positive;deny
38196;1423048454713061385;positive;believe
38197;1029922025496821760;negative;believe
38198;961224032300318720;negative;believe
38199;1119337241401266177;positive;believe
38200;1031794764163833856;positive;believe
38201;1118713764172353536;negative;believe
38202;831897495592648704;negative;believe
38203;1453334432803430410;negative;believe
38204;1424837616336203776;negative;believe
38205;951306050283626498;positive;believe
38206;1030930196835131392;neutral;believe
38207;762323612149944320;negative;believe
38208;1456904545301250048;negative;believe
38209;1461322830545629186;negative;believe
38210;1451832515044458498;neutral;believe
38211;989372740346892289;negative;believe
38212;1031486009312079872;negative;believe
38213;1424856764621758471;negative;believe
38214;984543275242737667;negative;believe
38215;951848173567430657;negative;believe
38216;1068074623772766208;positive;believe
38217;1068199183872606208;positive;believe
38218;1068901961720885248;neutral;believe
38219;1456711921726545920;neutral;believe
38220;1452247909903343623;negative;believe
38221;984254385357176832;positive;believe
38222;1456411662169296896;neutral;deny
38223;1461304063782498306;neutral;believe
38224;1460046468597886979;negative;deny
38225;1440054637734727680;positive;believe
38226;934956150507704320;positive;believe
38227;1424737846838050816;negative;believe
38228;1507876584232919043;negative;deny
38229;988404536896380929;neutral;believe
38230;1424880721684877312;negative;believe
38231;1455254352881459203;negative;believe
38232;1458473187294040066;negative;deny
38233;1433388862085214208;neutral;believe
38234;935012193556348928;negative;believe
38235;982430672236285952;negative;believe
38236;989942799385669632;neutral;believe
38237;983580022341484545;positive;believe
38238;952392624064704512;positive;believe
38239;1433460911742783491;positive;believe
38240;1425220352070852614;negative;believe
38241;1033516470255411201;positive;believe
38242;1427238369055199232;positive;deny
38243;660827476021616640;negative;deny
38244;1436057522826317833;negative;believe
38245;1445118643411562500;positive;believe
38246;1067396847063453696;positive;believe
38247;1119372080238120961;neutral;believe
38248;1120023868872126464;positive;believe
38249;1454052583010676741;positive;deny
38250;1031416549570166784;positive;believe
38251;896298726750400512;positive;believe
38252;1456419402702807040;neutral;believe
38253;1459534746304884739;negative;believe
38254;1457514879628238852;neutral;believe
38255;1035326651704332288;negative;believe
38256;609080004631089152;positive;believe
38257;1457699162699362309;negative;believe
38258;1431110912174223366;neutral;believe
38259;1461641772384366592;negative;believe
38260;1458875514718883840;neutral;believe
38261;1430223345258311690;neutral;deny
38262;1436035260865781765;negative;believe
38263;1460956413430280195;positive;believe
38264;1454853063815086088;positive;believe
38265;1493244698781179909;negative;deny
38266;1432264808867508225;negative;deny
38267;1033350689290964992;negative;believe
38268;1458009314052952071;negative;believe
38269;1482401989564809217;negative;deny
38270;1435355407690645508;negative;believe
38271;953180593684172805;positive;deny
38272;1068529206349443072;positive;believe
38273;824985891177373696;positive;believe
38274;1069880324610437121;neutral;believe
38275;1067739388149448704;negative;believe
38276;1069770783101206530;positive;believe
38277;961815178437251072;negative;believe
38278;1458013223735623680;negative;deny
38279;1068934990166016000;negative;believe
38280;990855437431070722;negative;believe
38281;906546017142632448;positive;believe
38282;988516776970473472;neutral;believe
38283;1440287328191205385;positive;believe
38284;1495879664996343811;negative;deny
38285;886523102905192448;neutral;believe
38286;1450241230235918337;positive;believe
38287;1454370622239354880;negative;believe
38288;1067360971243560960;negative;believe
38289;1424226366640181248;negative;believe
38290;1496761115988361217;negative;deny
38291;675789671041863680;positive;believe
38292;1455080802606358529;negative;deny
38293;625787312283070464;negative;believe
38294;940046100676743168;positive;believe
38295;1460145099187257346;negative;believe
38296;986978919705292801;positive;deny
38297;1435616280933924873;positive;believe
38298;639114223834927104;neutral;believe
38299;1438920564723240964;positive;believe
38300;1458093130197180433;negative;deny
38301;989800888582762496;positive;believe
38302;1423298890745454598;neutral;believe
38303;1461139569110253570;negative;believe
38304;1434546231875883008;neutral;believe
38305;954869360325156864;positive;believe
38306;1030250104488439809;neutral;believe
38307;1067463599503765504;negative;believe
38308;1428587030582202368;negative;believe
38309;1452673098671591427;negative;believe
38310;1425481997233819648;negative;deny
38311;983244337990524928;negative;believe
38312;1458518541242617861;neutral;believe
38313;1424867611087671299;negative;believe
38314;1456660530379169799;neutral;believe
38315;1452379469151412225;neutral;believe
38316;872573674104078336;neutral;believe
38317;946633233134792704;positive;believe
38318;1506271357163786245;negative;deny
38319;1437867521043013641;negative;deny
38320;824333814973468672;negative;believe
38321;1427803685153869825;negative;deny
38322;1426312360579371009;negative;believe
38323;1423208471340650498;negative;believe
38324;953138329796644865;negative;believe
38325;1067597653033275395;positive;believe
38326;1031541651091673088;negative;believe
38327;1458289949296320514;negative;believe
38328;1432319016354390020;negative;deny
38329;1427652897601466373;positive;believe
38330;1431392224231702529;negative;deny
38331;1444499341889187848;positive;believe
38332;1452927295329611781;positive;believe
38333;1439634190966865928;neutral;believe
38334;1432489503529242624;neutral;believe
38335;1436344787657846786;neutral;believe
38336;941200294288900096;negative;believe
38337;936399164593733632;positive;believe
38338;1454922933982302220;neutral;believe
38339;1461412270852902913;negative;believe
38340;1440476817828184074;negative;deny
38341;1434171864704856068;positive;believe
38342;824416359761252352;positive;believe
38343;1031235455226920960;negative;believe
38344;982427397831249920;positive;believe
38345;827334099132149760;neutral;believe
38346;1119937290564980736;positive;believe
38347;1454445149321367556;negative;deny
38348;873520681757151232;negative;believe
38349;1428259467146244100;positive;believe
38350;1069743352633942016;positive;believe
38351;1067969035470553090;positive;believe
38352;1453185861923729412;positive;believe
38353;1455350725635022849;negative;believe
38354;1067933885479219200;negative;believe
38355;872139996127539200;neutral;believe
38356;1426043401963593732;neutral;believe
38357;831768064190509056;positive;believe
38358;954178667399098368;positive;believe
38359;1457016882410762240;positive;believe
38360;1451986386484072451;negative;believe
38361;1421922502545186816;negative;believe
38362;1424983237273792525;positive;believe
38363;985233047858614272;neutral;believe
38364;1454762281145823234;negative;believe
38365;1424549367734837252;neutral;believe
38366;988241730775453696;positive;believe
38367;954417100336050176;positive;believe
38368;1030139526444769280;positive;believe
38369;1443684369223372801;negative;believe
38370;1455867387560005636;negative;deny
38371;982780493249724417;positive;believe
38372;939695392303628288;negative;believe
38373;1067458756190105601;positive;believe
38374;954473432464461824;negative;believe
38375;825197266331893760;positive;believe
38376;1442820948990758912;positive;believe
38377;1445810290453401603;negative;believe
38378;1034029326876860416;neutral;believe
38379;1429967534061670401;negative;believe
38380;1453990940230791168;negative;believe
38381;1032135698420248581;neutral;believe
38382;1434215844024782848;negative;believe
38383;1031693688236335105;neutral;believe
38384;1456713865090281474;neutral;believe
38385;987855639547297792;positive;deny
38386;1030615830617157632;negative;believe
38387;1455186761475371009;positive;believe
38388;1032801980975079430;positive;believe
38389;1456138807816851456;neutral;believe
38390;1432347023571922945;positive;believe
38391;794280365649170432;neutral;believe
38392;1034045156532477953;negative;believe
38393;1457788086704689161;neutral;believe
38394;1456659052952358921;neutral;believe
38395;1443657806616449031;negative;deny
38396;1456851128969203712;neutral;believe
38397;1456696216742416394;positive;believe
38398;1505937722023755780;negative;deny
38399;1421003571160657920;neutral;believe
38400;681174828393562112;neutral;believe
38401;1457119491918344195;neutral;believe
38402;983879551511035906;positive;believe
38403;951646500634861568;positive;believe
38404;989065821749161984;positive;believe
38405;607263706821435392;neutral;believe
38406;954975760980221952;positive;believe
38407;1430944818474147840;negative;believe
38408;1453311881322582018;neutral;believe
38409;952930778354274305;negative;believe
38410;1457343484940148738;negative;believe
38411;986993742564511744;neutral;believe
38412;1457360763794993158;negative;deny
38413;825046441013952512;positive;believe
38414;1456786482908200960;neutral;believe
38415;1424781021728362498;neutral;believe
38416;1457457931306340361;positive;believe
38417;985757062599757825;negative;believe
38418;1450948368008613888;neutral;believe
38419;1425106890401456128;negative;believe
38420;825198094052626432;positive;believe
38421;986515930179166208;positive;believe
38422;1450647188632076289;negative;believe
38423;1461307273935044612;negative;deny
38424;1426673361229340679;negative;deny
38425;972244241844879360;negative;believe
38426;827605471682912256;neutral;believe
38427;1029789676897484801;neutral;believe
38428;1067964532834873344;neutral;believe
38429;824097880306810880;neutral;believe
38430;1424901739350798338;positive;believe
38431;981191897661214720;positive;believe
38432;1120168020742164480;neutral;believe
38433;1461186065230794752;neutral;believe
38434;1432747966499012610;negative;believe
38435;1456897315399090177;neutral;believe
38436;1069521036822159360;neutral;believe
38437;1030106901776818177;negative;believe
38438;823552591137304576;neutral;believe
38439;1118536865785761792;negative;believe
38440;984943906277257217;neutral;believe
38441;1454845802946433024;positive;believe
38442;1453943777299599363;negative;believe
38443;1486335445755736074;negative;deny
38444;1441385758665871360;negative;believe
38445;954766032207478784;neutral;believe
38446;1424657003427733512;negative;believe
38447;947498983974252544;negative;believe
38448;1423722970812502017;negative;believe
38449;1426042201994268673;neutral;believe
38450;1455231681959505930;positive;believe
38451;983744511669972992;neutral;believe
38452;1453503143145197571;positive;believe
38453;1456903517273137153;neutral;believe
38454;980879855175766016;negative;believe
38455;1443624758180986886;positive;believe
38456;1455189688650772492;negative;believe
38457;1446588686309765124;negative;deny
38458;951723938907799553;positive;believe
38459;1458430718342688771;negative;deny
38460;1451644171975004163;neutral;deny
38461;1459624972817612802;negative;deny
38462;831286431968542720;neutral;believe
38463;730807288890449920;negative;believe
38464;1118774017882828801;positive;believe
38465;983048731720404992;positive;believe
38466;1451001534557347841;neutral;believe
38467;943647680403607552;positive;believe
38468;5046515194138625;negative;deny
38469;1432677148251336708;positive;believe
38470;828402611678171136;positive;believe
38471;182482328369635328;negative;believe
38472;1067694027749888000;positive;believe
38473;1456832321429008384;neutral;believe
38474;1441849535458791427;negative;believe
38475;1451620014251991040;negative;believe
38476;1456866082963144708;neutral;deny
38477;1461483719034912773;negative;believe
38478;824398696938897408;neutral;believe
38479;1450174157770137605;negative;believe
38480;954546478730526721;positive;believe
38481;1119565942428786688;neutral;believe
38482;1450721302323552256;negative;believe
38483;1119329407183806464;positive;believe
38484;824113372392280064;positive;believe
38485;733116485439094784;neutral;believe
38486;1456638157613633538;negative;deny
38487;1470206123206656000;neutral;deny
38488;1030935323763720192;neutral;believe
38489;1460510610592919557;negative;believe
38490;870811838598066176;positive;believe
38491;1424755445525188613;neutral;believe
38492;1424952517423624192;negative;believe
38493;1031579581440974848;negative;believe
38494;1430511682040778758;negative;believe
38495;1067438119782424578;negative;believe
38496;1068871012207464448;positive;believe
38497;1456900213684142082;positive;believe
38498;1428826198759464967;negative;believe
38499;1029200940295839744;positive;believe
38500;1444576140266381316;negative;deny
38501;1067423071005491205;negative;believe
38502;1456901184724238336;positive;believe
38503;1069817363799908352;positive;believe
38504;1426024404413202432;negative;believe
38505;951357014646472704;positive;believe
38506;985946973021851648;neutral;believe
38507;1438591531569586181;neutral;believe
38508;1453808242044309506;positive;believe
38509;981757406341316608;positive;believe
38510;954252768822226945;positive;believe
38511;982677344941936640;neutral;believe
38512;952231549998571520;positive;believe
38513;1440491117544284166;neutral;deny
38514;1432040504078766087;positive;believe
38515;912153862752018432;negative;believe
38516;1035211971342356481;neutral;believe
38517;1069881985265475586;positive;believe
38518;1421067963076124673;positive;believe
38519;1030399786271342592;positive;believe
38520;827743606261817344;negative;believe
38521;1461756037636231168;negative;deny
38522;946597254567051264;positive;believe
38523;1453141372173799424;negative;deny
38524;1067815029632917504;negative;believe
38525;1452817210993299463;negative;believe
38526;954060260528050176;negative;believe
38527;1442398200837591040;positive;deny
38528;982919440609099776;positive;believe
38529;1457013573385965588;neutral;believe
38530;1031998823156080640;negative;believe
38531;1431317205749272584;negative;deny
38532;1441447413038948354;negative;believe
38533;1067990456787587072;positive;believe
38534;1067531420900319232;positive;believe
38535;1069649367282405376;neutral;believe
38536;1426570138900336640;negative;deny
38537;985706341804097537;positive;believe
38538;1067985694566449153;negative;believe
38539;1457328915328892930;negative;deny
38540;825084083571134464;neutral;believe
38541;1068537477051236352;negative;believe
38542;1423218529550098433;neutral;believe
38543;1451536098446954512;negative;deny
38544;986922353736208384;neutral;believe
38545;107837162778656768;positive;believe
38546;1069028007703121920;negative;believe
38547;953347406363586565;neutral;believe
38548;923824840494137344;positive;believe
38549;954250622836015104;neutral;believe
38550;1487417550111752192;negative;deny
38551;1034425242834296834;negative;believe
38552;954556343209271296;positive;believe
38553;1440270434373537795;negative;believe
38554;1029535090102099968;neutral;believe
38555;1457018365424320515;positive;believe
38556;1441600832336658433;positive;deny
38557;1429427248172576776;positive;believe
38558;1423409415328342022;neutral;believe
38559;1423415184123731968;neutral;deny
38560;1455552534941089795;negative;deny
38561;1420926224017285125;positive;believe
38562;1069054044205928449;neutral;believe
38563;952341482236665856;positive;believe
38564;1427106662179954694;negative;believe
38565;1435436171476316161;negative;deny
38566;1459002384479240192;negative;deny
38567;1453149164091625474;negative;deny
38568;987815250425712640;positive;believe
38569;1498696965130960898;negative;deny
38570;1455378612425723908;negative;believe
38571;824126239615184896;positive;believe
38572;952062900264345600;negative;believe
38573;1458447447169114113;negative;deny
38574;1067571600499793920;positive;believe
38575;1433541460587159557;positive;believe
38576;1439870946156990469;neutral;deny
38577;1453033910963736577;neutral;deny
38578;802400497588174848;positive;believe
38579;1422254036263256069;positive;believe
38580;1031011510301204485;neutral;believe
38581;1450274887680110592;neutral;deny
38582;906480337823440896;neutral;believe
38583;939295221161930752;positive;believe
38584;1030251554656276482;neutral;believe
38585;1458030217642053638;positive;believe
38586;988069598888017925;positive;believe
38587;1438427836151435269;neutral;believe
38588;989801263997972480;negative;believe
38589;906940738029703168;positive;believe
38590;875769591321985024;neutral;believe
38591;1429160120903143427;negative;believe
38592;1424162138537570305;negative;deny
38593;1453749004412628996;neutral;believe
38594;1453952440680681479;neutral;believe
38595;1425295826109177858;positive;believe
38596;1456719216032223233;negative;deny
38597;610801457697288192;neutral;believe
38598;1453996418763567109;positive;believe
38599;917658576490864640;positive;believe
38600;1423752217039839233;neutral;believe
38601;1069621483851448321;positive;believe
38602;1442127067651452928;positive;believe
38603;1068149653265354752;negative;believe
38604;911409208670617600;positive;believe
38605;1034720033132474368;neutral;believe
38606;1420853238182645769;neutral;believe
38607;1034938946223042560;negative;believe
38608;1453113258861158406;negative;believe
38609;990725334533197824;negative;believe
38610;1429201898863841285;positive;believe
38611;986792124250193921;positive;believe
38612;1506029810304253953;negative;deny
38613;1459312964809289730;neutral;believe
38614;1453597684581818375;neutral;believe
38615;1476468140439748609;neutral;deny
38616;1460084612844171265;positive;deny
38617;824299849063559168;positive;believe
38618;1452011143942209536;negative;believe
38619;952783263231180801;negative;believe
38620;711320519212187648;negative;believe
38621;1457259279363227652;neutral;believe
38622;1423450032146030600;neutral;believe
38623;1431982325617803268;negative;believe
38624;1424195313502343172;neutral;believe
38625;926999101798957056;neutral;believe
38626;860475931873464320;neutral;believe
38627;1439126895832883206;neutral;believe
38628;829058524563005440;positive;believe
38629;826594623724339200;neutral;believe
38630;1454488850240192512;neutral;believe
38631;954967366588235776;positive;believe
38632;962293310390808576;neutral;believe
38633;1454378679971110912;negative;believe
38634;988931065124442112;negative;believe
38635;1424724476634279939;negative;believe
38636;1461310136321032196;negative;believe
38637;1423091829352902659;positive;believe
38638;1456772562478944259;positive;believe
38639;1437926342318714882;negative;believe
38640;985307905640427520;positive;believe
38641;954672026802892800;positive;believe
38642;924172143608209408;positive;believe
38643;988124533524582400;neutral;believe
38644;912147386125885440;positive;believe
38645;823246110630084608;positive;believe
38646;1461569252985643008;neutral;believe
38647;906580724429586432;negative;believe
38648;1031582740737449985;positive;believe
38649;514849203366150144;negative;deny
38650;968977136001404928;negative;believe
38651;1454838461547126784;negative;believe
38652;946195935469514752;negative;believe
38653;915144499524964352;positive;believe
38654;826547585057959936;positive;believe
38655;1423207073119051780;neutral;believe
38656;984986884039360512;positive;believe
38657;1067455601842814976;negative;believe
38658;1454203900207288322;negative;believe
38659;1030152505408335874;positive;believe
38660;1435261724194586626;negative;believe
38661;1426574198294601733;negative;deny
38662;1443060680890802177;neutral;believe
38663;1425511312768094216;neutral;believe
38664;1445561044118630409;neutral;believe
38665;1067778567331827712;negative;deny
38666;1455149822344941569;positive;believe
38667;1118910567488442368;positive;believe
38668;1450966392761503752;neutral;deny
38669;1508938631033073664;negative;deny
38670;985706646620979200;positive;believe
38671;825119174179553280;negative;believe
38672;946586732543197184;positive;believe
38673;1030920293391523841;positive;believe
38674;1069645561010274305;positive;believe
38675;951669533122748416;neutral;believe
38676;1030761358629855233;negative;believe
38677;1435451968726519808;negative;deny
38678;610575871070613504;positive;believe
38679;1425065459309809665;negative;believe
38680;1454064028867723267;negative;believe
38681;1034444878892228609;positive;believe
38682;1508739485781090305;negative;deny
38683;1428829357561114626;neutral;believe
38684;954276724023480320;positive;believe
38685;1456967706452889604;positive;believe
38686;1456710339073093635;neutral;believe
38687;1424936859617177609;negative;believe
38688;953526520504451072;positive;believe
38689;27056816728;negative;deny
38690;1438545435539476481;neutral;believe
38691;1459312341301047300;neutral;deny
38692;1068606266535219204;neutral;believe
38693;1439580554303664130;neutral;believe
38694;981166397165248514;negative;believe
38695;982948049382182912;positive;believe
38696;1456911135999873024;neutral;believe
38697;1441412009346666496;negative;believe
38698;954064213802135553;positive;believe
38699;870823004367925248;positive;believe
38700;1456602637856489478;negative;believe
38701;1421908650445115394;neutral;believe
38702;1460044905783377930;negative;believe
38703;1460983814558257153;neutral;believe
38704;1459194259203055625;neutral;believe
38705;1034395476827754496;positive;believe
38706;1035395443574886400;neutral;believe
38707;1455836483986673664;negative;believe
38708;982681701259337728;neutral;believe
38709;953814684616011781;negative;believe
38710;1454702864908099591;negative;believe
38711;1118834476979638273;negative;believe
38712;1034510487076134912;positive;believe
38713;1458941732545085442;neutral;deny
38714;1435321521774505987;neutral;believe
38715;910296780817956864;positive;believe
38716;1481377347295399936;negative;deny
38717;1434188552594722818;positive;believe
38718;1421273235430068224;positive;deny
38719;1029319754073473025;neutral;believe
38720;1442180431974121473;neutral;believe
38721;1457020828407582722;positive;believe
38722;1454023516555132930;positive;believe
38723;1119951712465428485;positive;believe
38724;1498433441565753345;positive;deny
38725;1427583065518395392;negative;deny
38726;1426163123552067587;neutral;believe
38727;986553183911731201;neutral;believe
38728;922328839669166080;positive;believe
38729;1428665681252392969;negative;believe
38730;1454972352911974400;negative;believe
38731;1455130388259561478;negative;believe
38732;954172216198955009;negative;believe
38733;1034893321502642176;neutral;believe
38734;1452042085603835906;positive;believe
38735;1454246472451563524;neutral;deny
38736;1455125933862490119;negative;believe
38737;1452317890271666177;negative;deny
38738;1457993338636967937;positive;believe
38739;661192103293288448;positive;deny
38740;1426227015741550599;negative;believe
38741;1428138132747296768;negative;deny
38742;1427284239465291785;neutral;believe
38743;1460634939297312771;negative;believe
38744;922714204263424000;negative;believe
38745;888237140223471616;positive;believe
38746;1068471337491095553;negative;believe
38747;1455141127565234179;positive;deny
38748;1456898214284574731;positive;believe
38749;1029524788836880384;neutral;believe
38750;1424652985565466625;positive;believe
38751;943743466130964480;positive;believe
38752;1458484013186760708;positive;believe
38753;1446520427572912133;neutral;believe
38754;1456691460137443331;positive;believe
38755;1433732593426575385;positive;deny
38756;727946426836262912;positive;believe
38757;1455028693290475521;negative;believe
38758;636193787677536256;neutral;believe
38759;1453745649162330118;positive;believe
38760;1454963929235423234;negative;believe
38761;1454118352281034753;positive;deny
38762;906413613157539840;negative;believe
38763;831799919694454784;neutral;believe
38764;1118866386888134656;positive;believe
38765;1455119013147824134;neutral;believe
38766;954089580730478592;positive;believe
38767;811042458884673536;positive;believe
38768;1439959672778338309;negative;deny
38769;823931467315236864;positive;believe
38770;824752815197286400;positive;believe
38771;1457490637087907841;positive;believe
38772;1450552843908173824;negative;believe
38773;1450451520953139200;negative;deny
38774;1034180539333468160;negative;believe
38775;1440458111496585221;positive;believe
38776;981993589185003520;positive;believe
38777;1452405072172773377;neutral;believe
38778;1421820495096332288;negative;believe
38779;1433271782098751488;negative;believe
38780;1119603311051599873;negative;believe
38781;810211854555430912;positive;believe
38782;1455134722317717509;positive;believe
38783;1458488505844260868;positive;believe
38784;1421199008626786308;negative;believe
38785;1456001335510319117;negative;believe
38786;1067821820072652800;positive;believe
38787;1422309030249312267;negative;believe
38788;983504629651537922;negative;believe
38789;954190524990210048;positive;believe
38790;1031411509786812416;positive;believe
38791;728657535201255424;positive;believe
38792;1452605798811582466;negative;deny
38793;1457721440925483019;positive;believe
38794;946956872006774784;positive;believe
38795;981995290541641733;positive;believe
38796;824321331470569472;negative;believe
38797;1422152491920199688;neutral;deny
38798;1031924576253403136;negative;believe
38799;1429678880688803856;neutral;believe
38800;1427498284529168385;positive;believe
38801;984285618862804992;positive;believe
38802;1456658993238011914;neutral;believe
38803;1069776753420324864;positive;deny
38804;1421709099662671873;negative;believe
38805;1457718011733889024;positive;believe
38806;1433187013268627456;neutral;believe
38807;1029460667772809216;negative;believe
38808;955296448140140544;positive;believe
38809;1467891994294767618;negative;deny
38810;984990059957895169;positive;believe
38811;986361606429753345;negative;believe
38812;825184634115936256;negative;believe
38813;1031230718070976513;neutral;believe
38814;1435944042920136708;positive;believe
38815;1030648110450663424;negative;believe
38816;1455523939782963205;positive;deny
38817;1030728438884130817;negative;believe
38818;1433883471911571467;negative;believe
38819;823800630024151040;positive;believe
38820;981619096205668352;positive;believe
38821;1421959586966294528;negative;believe
38822;1450428457901563908;negative;deny
38823;1459659315543957514;negative;deny
38824;1450064032770273282;neutral;deny
38825;1457735706516852745;negative;believe
38826;1471858142430437380;negative;deny
38827;1456659145336127488;positive;believe
38828;985941257112305664;neutral;believe
38829;1067479234602504193;negative;believe
38830;1118696115220516864;positive;believe
38831;1438595112779632646;negative;believe
38832;1435626642110488576;negative;believe
38833;1436646476487094274;negative;believe
38834;909684781146763264;positive;believe
38835;1119564161124405249;negative;believe
38836;1457347058176872451;neutral;believe
38837;1447095139017519106;negative;deny
38838;1459807452640288770;negative;deny
38839;944805461659852800;positive;believe
38840;1439351442213588992;positive;believe
38841;869733256245030912;positive;believe
38842;1069582790864252929;positive;believe
38843;1456758925995483137;neutral;believe
38844;1441866227073257472;positive;deny
38845;1424705419704930304;negative;deny
38846;1433419475643158528;positive;believe
38847;1435991012753690624;negative;believe
38848;1457987585582813185;positive;believe
38849;917604487480590336;negative;believe
38850;1420875786194653188;negative;deny
38851;1459442841956929536;negative;believe
38852;1428554620075487240;positive;believe
38853;1461452874886443008;negative;deny
38854;1032645516948066305;positive;believe
38855;1069859616169824256;positive;believe
38856;1446570774446305282;negative;believe
38857;1034008636362608640;neutral;believe
38858;1438916469505597446;negative;believe
38859;1069611754362155008;positive;believe
38860;973629774529810432;negative;believe
38861;1423384329984483329;negative;believe
38862;1456765029945126914;negative;believe
38863;1067474105623023618;negative;believe
38864;1460486834589339651;positive;believe
38865;1430901759992426498;negative;believe
38866;1033987388681404416;positive;believe
38867;1423363527448858638;positive;believe
38868;1432677904891011075;neutral;believe
38869;1456999682979377161;negative;believe
38870;1423225211676200962;neutral;deny
38871;1030851895496126469;positive;believe
38872;1068276096712536065;negative;believe
38873;951568110103998465;neutral;believe
38874;1460307410254450688;neutral;believe
38875;1029311076721152002;neutral;believe
38876;1031885869085589504;negative;believe
38877;873682530221805568;positive;believe
38878;1454201829932388361;negative;believe
38879;985874394160431104;negative;believe
38880;1032236680059801600;positive;believe
38881;1470759535606382592;neutral;deny
38882;1432295600863657989;negative;believe
38883;706534155513823232;positive;believe
38884;1422955818782187527;negative;believe
38885;1029570467227725824;negative;believe
38886;1455135544074194949;negative;believe
38887;1068081248793477121;neutral;believe
38888;1069886059293667328;neutral;believe
38889;1459678360305553409;negative;deny
38890;1446960419092910085;negative;deny
38891;907037857411301376;neutral;believe
38892;1069149092046127104;positive;believe
38893;754023104192675840;neutral;believe
38894;981271095876734978;neutral;believe
38895;1461568940208017408;neutral;believe
38896;1424881429981196288;neutral;deny
38897;1069913688461664256;negative;believe
38898;1431248937558626304;negative;believe
38899;1426304494170624002;neutral;believe
38900;1456904484299304967;neutral;believe
38901;1459258530024898566;neutral;believe
38902;983937280338419712;neutral;believe
38903;1453821670158966792;positive;believe
38904;1425874189114880004;negative;believe
38905;1459756020310306817;positive;believe
38906;1454404354459553795;negative;believe
38907;1445436993660407814;positive;believe
38908;1461115424595087360;negative;believe
38909;1459875141907886081;negative;deny
38910;944775021108510720;negative;believe
38911;1443145376702156800;positive;believe
38912;1445865821419487234;positive;believe
38913;980881571866591232;neutral;believe
38914;1457175606311866368;neutral;believe
38915;1439213009675722752;negative;believe
38916;1439816724933750785;negative;believe
38917;1068410785683058688;negative;believe
38918;1446831443183869955;negative;believe
38919;1119713118765166592;negative;believe
38920;1031226482155290624;positive;believe
38921;981232242235203585;positive;believe
38922;1436260257806921787;negative;believe
38923;1508157043722670092;positive;deny
38924;1067479474663378944;positive;believe
38925;1453257594789892096;neutral;believe
38926;989192365595381761;neutral;believe
38927;1035574434264834048;neutral;believe
38928;1425092885939048448;positive;believe
38929;767777728141594624;negative;believe
38930;982605400003444738;positive;believe
38931;1453297789304287235;positive;deny
38932;1446485211609456649;positive;believe
38933;1439898417354924034;negative;deny
38934;984946077265682432;positive;believe
38935;1029533187658141697;neutral;believe
38936;988634922301583360;neutral;believe
38937;1425359773231325185;neutral;believe
38938;991367863133929475;positive;believe
38939;1068211265888284677;negative;believe
38940;1456708508011929610;neutral;believe
38941;1456244712919212036;neutral;believe
38942;940629073591615488;neutral;believe
38943;1442983823495598082;positive;believe
38944;1432431999881412608;neutral;believe
38945;1456901994489147392;positive;believe
38946;1118739289540648960;neutral;believe
38947;1439227388714536962;positive;believe
38948;1458470011731853312;negative;believe
38949;950713038205833216;negative;believe
38950;1029849767508099073;neutral;believe
38951;1452699464997621760;neutral;deny
38952;1067429005509517312;negative;believe
38953;1456907123250524165;positive;believe
38954;1032998570532790272;neutral;believe
38955;1453414187758235652;neutral;believe
38956;1423722464006316034;positive;believe
38957;1458415045147299851;negative;believe
38958;1423026152780845057;negative;believe
38959;1447073993475850242;negative;believe
38960;1450085130626863106;negative;believe
38961;1456659013135843332;positive;believe
38962;1453512127294050310;negative;believe
38963;1450565446378340356;negative;deny
38964;1069553161344561152;neutral;believe
38965;1494665907804721158;positive;deny
